Name,State,Year
Clark Hamilton Curlette,Florida,1976
"William Torry Williams, Jr.",Florida,1976
Frank Kenneth D'Azevedo,Florida,1976
"Thomas Allen Hodges, Jr.",Florida,1976
James Taylor Thomas,Florida,1977
Ronald James Mahony,Florida,1977
Gregory J. Conners,Florida,1977
Bradley Steven Glascock,Florida,1977
George A. Pfeil,Florida,1977
John David Patton,Florida,1977
Richard Leo Beecher,Florida,1978
Robert Hugh Milligan,Florida,1978
Alvin Vincent Kohler,Florida,1978
Lonnie C. Coburn,Florida,1978
"Morley G. ""Buddy"" Ray",Florida,1978
Louis Pena,Florida,1978
Elmer C. Barnett,Florida,1978
Joseph Conte,Florida,1979
William Franklin Askew,Florida,1979
Dwight Lynn Hall,Florida,1979
"Arthur Burton Caton, Sr.",Florida,1979
William Steven Mathews,Florida,1979
"Charles A. Thompson, III",Florida,1979
Fred L. Lucy,Florida,1979
William Coleman Cook,Florida,1979
Arthur Allen Amos,Florida,1979
Austin Dewey Gay,Florida,1979
Ronald D. Florence,Florida,1979
Amos Cross,Florida,1980
Lauriston F. Hustus,Florida,1980
Curtis Neal Jones,Florida,1980
"Sam Edward Etheredge, Jr.",Florida,1980
Edward F. McDermott,Florida,1980
"Earl Sermon Dyess, Sr.",Florida,1980
Shannon Ray Stephenson,Florida,1980
"Floyd Douglas Heist, Sr.",Florida,1980
"Worth ""Joe"" Edwards",Florida,1980
Alfred William Terrinoni,Florida,1980
Carl Wallace Mertes,Florida,1980
Herbert Ray Sullivan,Florida,1980
Richard James Burke,Florida,1980
John C. Alexander,Florida,1981
Martin E. Slater,Florida,1981
Thomas Joseph Szafranski,Florida,1981
Merle J. Cook,Florida,1981
Gerald A. Rauft,Florida,1981
Kenneth Petersen,Florida,1981
Theron Anthony Burnham,Florida,1981
Lemon Harvey,Florida,1981
Robert L. Pruitt,Florida,1981
Richard John Landes,Florida,1981
Logan Laroy Scott,Florida,1981
Henry David McCall,Florida,1981
Edward Russell Young,Florida,1981
Warren Theodore Gay,Florida,1981
"Robert Patrick McDermon, Sr.",Florida,1981
Nathaniel K. Broom,Florida,1981
"Cleo L. Tomlinson, Jr.",Florida,1981
Frankie Mae Shivers,Florida,1982
Jack Henry Schnell,Florida,1982
Cheryl W. Seiden,Florida,1982
Frederick Albert McCall,Florida,1982
Frank Dean Genovese,Florida,1982
William S. Hart,Florida,1982
Gregory J. Sorenson,Florida,1982
Stephen A. Taylor,Florida,1982
Bjorn Thomas Svenson,Florida,1982
Stephen Saboda,Florida,1982
Charles E. Bruce,Florida,1983
Gary S. Pricher,Florida,1983
Stephen Owen Corbett,Florida,1983
Curtis M. Moore,Florida,1983
Gary Bevel,Florida,1983
"Amedicus Q. Howell, III",Florida,1983
"Joseph F. Solano, Sr.",Florida,1983
Robert L. Zore,Florida,1983
Ronald Lee Fewell,Florida,1983
John S. Dennard,Florida,1983
Thomas Alan Bartholomew,Florida,1983
Donald L. Pawlizak,Florida,1983
"Frederick J. Groves, Jr.",Florida,1984
Tony Yanniello,Florida,1984
Joel Van Broome,Florida,1984
Robert Dennis Edwards,Florida,1984
Jose Raimundo DeLeon,Florida,1984
Mark C. Caperton,Florida,1984
Arnold William Wilkerson,Florida,1984
Donald Bernard Kramer,Florida,1984
Michael Peter Serano,Florida,1984
Eric Byron Streeter,Florida,1984
"Margaret E. ""Peggy"" Park",Florida,1984
John Carroll Koppin,Florida,1984
James Arthur Bevis,Florida,1985
"John C. Baxter, Jr.",Florida,1985
Lindell J. Gibbons,Florida,1985
Harold Lavier Holerger,Florida,1985
Eugene E. DeBerry,Florida,1985
Robert E. Fitzpatrick,Florida,1985
John R. Melendez,Florida,1985
Richard Rudy Raczkoski,Florida,1986
Herbert W. Grimes,Florida,1986
Joseph Steven Pellicano,Florida,1986
David Herring,Florida,1986
Ephriam Brown,Florida,1986
James Mathis Beasley,Florida,1986
"Floyd Milton Moore, Jr.",Florida,1986
Emilio Fidel Miyares,Florida,1986
Kenneth Stanley Baldwin,Florida,1987
Waymon Dee Allen,Florida,1987
Stephen G. Rouse,Florida,1987
Donna Marie Miller,Florida,1987
Jeffrey Dale Young,Florida,1987
Laverne Daniel Schulz,Florida,1987
Fred Sidney Griffis,Florida,1987
Ronald Midgley Grogan,Florida,1987
Hoyt L. Ergle,Florida,1987
"Grover Clifton Cooper, III",Florida,1987
Timothy Thomas Pollard,Florida,1987
"Robert Nicol, Jr.",Florida,1987
"Frederick Thomas Clark, Sr.",Florida,1987
Ray Lynn Barnes,Florida,1987
Gerald Douglas Johnson,Florida,1987
James Adrian Wouters,Florida,1987
Jeffrey Norman Ritchey,Florida,1987
David Henry Strzalkowski,Florida,1988
Scott Richard Rakow,Florida,1988
Richard Allen Boles,Florida,1988
William Don Craig,Florida,1988
Jack Allerton Romeis,Florida,1988
Charles Andrew Cooper,Florida,1988
"Charles Ray Shinholser, Jr.",Florida,1988
Victor Estefan,Florida,1988
James Rondeau Dickinson,Florida,1989
Jose Teodoro Gonzalez,Florida,1989
David Michael Goddard,Florida,1989
Frank Nelson Seton,Florida,1989
David Jerome Cormier,Florida,1989
Stephen Franklin House,Florida,1989
"Hugh Ellis Thomas, Jr.",Florida,1989
"Frank Anthony Mastrangelo, Jr.",Florida,1989
Benedict James Thomas,Florida,1989
"Norman Lewis Eddy, Jr.",Florida,1989
Milan Dexter Hendrix,Florida,1989
Thomas Allen Ingram,Florida,1990
Scott Adams Winters,Florida,1990
Steven Paul Bolyard,Florida,1990
William Hamilton Rutherford,Florida,1990
Charles Blackburn Autry,Florida,1990
Warren Corway Sanders,Florida,1990
Thomas James Leis,Florida,1990
"Michael W. Burson, Sr.",Florida,1990
"John W. Greeney, III",Florida,1990
Patrick Kelly Behan,Florida,1990
Terry N. Thuma,Florida,1990
Joseph Preston Martin,Florida,1990
Johnny Boyd Smith,Florida,1990
"Jessie Bruce Dobson, Jr.",Florida,1991
"Glover Emerson ""Skip"" Bryant, III",Florida,1991
Danny Thomas Parrish,Florida,1991
Charles Brian Stafford,Florida,1991
Roy Arthur Williams,Florida,1991
Debra Goodale Tison,Florida,1991
"Harry Jordan Dalton, Jr.",Florida,1991
Philip Jeffrey Flagg,Florida,1992
Lewis Thomas Hailey,Florida,1992
Gerald Paulo,Florida,1992
Donald R. Mahan,Florida,1992
Hesley Delmar Griffis,Florida,1992
"James Herbert Fulford, Jr.",Florida,1992
Kevin Douglas Mathews,Florida,1992
"Pedro Antonio ""Pete"" Cainas",Florida,1992
Kimberly Ann Hurd,Florida,1992
E. Ernest Hartmann,Florida,1992
Anita Karen Pospisil,Florida,1992
"Osvaldo Juan Canalejo, Jr.",Florida,1992
Steven Ernest Bauer,Florida,1992
Robert Harry Bonnet,Florida,1992
Douglas Odell Parsons,Florida,1993
Kenneth M. Hendrick,Florida,1993
Lynette Anita Hodge,Florida,1993
Jeffery Warren Tackett,Florida,1993
Jean Estelle Daugharty,Florida,1993
"James A. Hunt, III",Florida,1993
Evelyn Gort,Florida,1993
"William James ""Bill"" Marie",Florida,1994
David L. Brower,Florida,1994
Fred G. Lampe,Florida,1994
Troy M. Babin,Florida,1994
Wesley L. Silas,Florida,1994
Ira Wayne Bramlitt,Florida,1995
Edward Kaye Don Humphrey,Florida,1995
James E. Rodgers,Florida,1995
"Robert F. Hopton, Jr.",Florida,1995
"Lonnie C. Miller, Sr.",Florida,1995
Leonard Louis Trudeau,Florida,1995
Joseph Bruce Burtner,Florida,1995
Carlos A. Santiago,Florida,1995
Norris B. Epps,Florida,1995
Donald E. Jennings,Florida,1995
Saxton Randall Jones,Florida,1995
Raymond Warner,Florida,1996
Lonny Lee Lindsey,Florida,1996
John Joseph Creegan,Florida,1996
Bryant Howard Peney,Florida,1996
James Ward,Florida,1996
Richard P. Wentlandt,Florida,1997
Glenn Rowe Austraw,Florida,1997
Aubrey Fred Johnson,Florida,1997
Michael J. Metroka,Florida,1997
"Johnnie Norris Patterson, Jr.",Florida,1997
Robert Vargas,Florida,1997
"Joseph Nathan Jones, Jr.",Florida,1997
"John Lee Butler, Sr.",Florida,1997
Robert G. Smith,Florida,1997
John Harold Hollomon,Florida,1998
Grady Terrill Braddock,Florida,1998
Robert Joseph Montgomery,Florida,1998
Christopher Todd Horner,Florida,1998
Michael John Alexander,Florida,1998
"Roosevelt Walker, Jr.",Florida,1998
Rueben Isaac Jones,Florida,1998
Kevin John Fischer,Florida,1998
Randy Scott Bell,Florida,1998
Michael Harley Boynton,Florida,1998
James Bradford-Jean Crooks,Florida,1998
Eugene Andrew Gregory,Florida,1998
Ricky Joe Childers,Florida,1998
Roberto Luis Calderon,Florida,1999
Steven Michael Agner,Florida,1999
"Raul ""Rudy"" Dimas",Florida,1999
Calvin Jerry Powell,Florida,1999
Michael Christopher Doane,Florida,1999
Steven Wesley Roberts,Florida,1999
"Don Carlton Johnson, Jr.",Florida,1999
George Stefan DeSalvia,Florida,2000
Tanja Brigitte King,Florida,2000
Lee Charles Dunn,Florida,2000
William Harris Williams,Florida,2000
Randall Ross Kugler,Florida,2000
Garry E. Hobbs,Florida,2000
James Roger Haddock,Florida,2000
Charles T. Randall,Florida,2001
Scott Matthew Baird,Florida,2001
Larry Rhoden,Florida,2001
Gene Brian Wilkinson,Florida,2001
Lois Marie Marrero,Florida,2001
Roy R. Burnsed,Florida,2001
Alfred Garrison,Florida,2001
Alfredo Banos,Florida,2001
Michael Shostak,Florida,2001
Daniel Dale Green,Florida,2002
Donald Lee Schavolt,Florida,2002
Jefferson Hancock Davis,Florida,2002
Renee Danell Azure,Florida,2002
Theodore Richard Zorsky,Florida,2002
"Wilbert Wiggins, Sr.",Florida,2002
"James Marcus ""Jimmy"" Weaver",Florida,2003
Philip Guy Billings,Florida,2003
"Charles A. ""Bo"" Harrison",Florida,2003
Daniel Matthew Starks,Florida,2003
Charles T. Sease,Florida,2003
Thomas Joseph Morash,Florida,2003
Darla Kay Lathrem,Florida,2003
Brian Andrew Haas,Florida,2004
Patrick Joseph Healey,Florida,2004
"Orestes Julian ""Oreo"" Lorenzo",Florida,2004
"George Hura, Jr.",Florida,2004
Brian Robert Litz,Florida,2004
Todd Michael Fatta,Florida,2004
"Lucille Cruz ""Lucy"" Ross",Florida,2004
Joshua Edwin Blyler,Florida,2004
"George A. ""Andy"" Brown, III",Florida,2004
David Anthony Abella,Florida,2004
"Darryl Louis Haywood, Sr.",Florida,2004
"Robert Francis ""Bob"" Grim, Sr.",Florida,2004
Jose Antonio Diaz,Florida,2005
"Mariano ""Rocky"" Lemus, Jr.",Florida,2005
"Roy Lundell Nelson, Jr.",Florida,2005
Joseph S. Hover,Florida,2005
Mario Roberto Jenkins,Florida,2005
Kevin Scott Kight,Florida,2005
Wayne J. Koester,Florida,2005
"Christopher Cooper Daniels, Sr.",Florida,2006
Phoenix M. Braithwaite,Florida,2006
Brian Keith Tephford,Florida,2006
Juan A. Serrano,Florida,2006
John Michael Piskator,Florida,2006
Ryan Christopher Seguin,Florida,2006
Margena Silvia Nunez,Florida,2006
Michael Anthony Callin,Florida,2006
Vernon Matthew Williams,Florida,2006
Scott Eric Bell,Florida,2007
Joe Bill Galloway,Florida,2007
Paul Rein,Florida,2007
Karl Strohsal,Florida,2007
Ronald Hamlin Harrison,Florida,2007
Jonathan D. Wallace,Florida,2007
Corey Dahlem,Florida,2007
Delmar Teagan,Florida,2007
Robin Tanner,Florida,2007
Michelle A. Lawless,Florida,2007
Nicholas G. Sottile,Florida,2007
Donta J. Manuel,Florida,2007
Christopher Reyka,Florida,2007
Jose Lazaro Somohano,Florida,2007
Harold Michael Altman,Florida,2007
"Alfred L. Gordon, Sr.",Florida,2007
James Merry Walker,Florida,2008
Marc Charles Wilbur,Florida,2008
Anthony E. Forgione,Florida,2008
Joseph A. Martyna,Florida,2008
Nick P. Pham,Florida,2008
Christopher Michael Kane,Florida,2008
Alex Del Rio,Florida,2008
Sandra Joyce Bullock,Florida,2008
Andrew Allen Widman,Florida,2008
Donna Fitzgerald,Florida,2008
Mark Lindsey Parker,Florida,2009
"Warren Keith ""Skip"" York",Florida,2009
Adam Michael Sanderson,Florida,2009
Giovanni L. Gonzalez,Florida,2009
Ronnie O'Neal Brown,Florida,2009
Michael Joseph Roberts,Florida,2009
Scott Michael Bierwiler,Florida,2009
Burton Lopez,Florida,2009
Brandon Lee Coates,Florida,2010
Melissa J. Powers,Florida,2010
"Chad Allen Reed, Sr.",Florida,2010
"Wesley Richard Whitmore, Jr.",Florida,2010
David Lamar Curtis,Florida,2010
Jeffrey Alan Kocab,Florida,2010
"James Louis Anderson, Jr.",Florida,2010
Patrick Ambroise,Florida,2010
Mark Alan Longway,Florida,2010
Craig A. Heber,Florida,2010
Jeffrey Adam Yaslowitz,Florida,2011
Matthew Jay Miller,Florida,2011
Amanda Lynn Haworth,Florida,2011
Arnulfo Crispin,Florida,2011
John Charles Mecklenburg,Florida,2011
Adam Greg Rosenthal,Florida,2011
Roger Castillo,Florida,2011
"Tony Francis Koga, III",Florida,2011
Michael K. Erickson,Florida,2011
Rogerio Rene Morales,Florida,2011
"William Herman Dyer, III",Florida,2011
Francesco Luigi Celico,Florida,2011
Gregory Guy Malloy,Florida,2011
David Scott Crawford,Florida,2011
Sebastian Edward Diana,Florida,2011
"John Irwin ""Jay"" McDonough, II",Florida,2011
Thomas John Baitinger,Florida,2011
David Adam White,Florida,2012
Christopher Allen Schaub,Florida,2012
"Ruben Howard Thomas, III",Florida,2012
Bruce Edwin St. Laurent,Florida,2012
Barbara Ann Pill,Florida,2012
Daniel Rivera,Florida,2013
"Joseph ""Shane"" Robbins",Florida,2013
Gary Morales,Florida,2013
Michael L. Wilson,Florida,2013
Christopher Lynd Smith,Florida,2014
Robert Gordon German,Florida,2014
Mark Hayden Larson,Florida,2014
Chelsea Renee Richard,Florida,2014
Jonathan Scott Pine,Florida,2014
"Charles Roger Kondek, Jr",Florida,2014
William J. Myers,Florida,2015
Jared J. Forsyth,Florida,2015
Jorge Sanchez,Florida,2016
Jorge Ramos,Florida,2016
Eric James Oliver,Florida,2016
"Henry Malcolm McAleenan, Jr.",Florida,2016
"Jorge L. Gil, Jr.",Florida,2016
Ricky Carlton Anderson,Florida,2016
"John Robert Kotfila, Jr.",Florida,2016
Michael Scott Williams,Florida,2016
"Richard Samuel Howard, III",Florida,2017
Steven James Dodson,Florida,2017
Joseph Ossman,Florida,2017
Norman Cecil Lewis,Florida,2017
Michael David Ryan,Florida,2017
Debra Lucinda Clayton,Florida,2017
"Joe William Heddy, Jr.",Florida,2017
Charles Frank Scavuzzo,Florida,2017
Joshua Sanchez Montaad,Florida,2017
Matthew Scott Baxter,Florida,2017
Julie Ann England-Bridges,Florida,2017
William Trampas Bishop,Florida,2017
Taylor Fletcher Lindsey,Florida,2018
Kevin James Stanton,Florida,2018
"William Jackson Gentry, Jr.",Florida,2018
Thomas Coulter,Florida,2018
Jermaine Thomas Brown,Florida,2018
"Noel Ramirez-Beltran, Jr.",Florida,2018
Lance Christian Whitaker,Florida,2018
Larry Emilio Marrero,Florida,2018
Tawanna V. Marin,Florida,2018
Adam Edward Jobbers-Miller,Florida,2018
Benjamin LeMont Zirbel,Florida,2018
Daniel Duane Hinton,Florida,2019
Anthony Neri,Florida,2019
Steven James Brown,Florida,2019
Tracy Leslie Vickers,Florida,2019
Kenneth Dale Foley,Florida,2019
Benjamin Ryan Nimtz,Florida,2019
"Clarence G. ""Bud"" Backherms",Florida,2019
Paul Patrick Dunn,Florida,2020
Angela Dinece Chavers,Florida,2020
Richard Mark Barry,Florida,2020
Maurice Che'valier Ford,Florida,2020
Corey Pendergrass,Florida,2020
"Aldemar Rengifo, Jr.",Florida,2020
Joseph Jon Bullock,Florida,2020
"Aubrey Travis Johnson, Jr.",Florida,2020
"Julian L. Keen, Jr.",Florida,2020
"Charles Otis Pugh, II",Florida,2020
Jose Antonio Diaz-Ayala,Florida,2020
Jairo Antonio Bravo,Florida,2020
"Christopher Michael Cunningham, Sr.",Florida,2020
Lynn D. Jones,Florida,2020
Shannon Santo Bennett,Florida,2020
Eric John Twisdale,Florida,2020
James Scott LaRue,Florida,2020
Robert Wayne Rogers,Florida,2020
Tony Lee Bruce,Florida,2021
Lonny Hempstead,Florida,2021
Sylvia Lavernne Allen,Florida,2021
Juan F. Llanes,Florida,2021
Raymond Orion Williamson,Florida,2021
David Joseph Jean-Baptiste,Florida,2021
Steven William Mazzotta,Florida,2021
Edward Perez,Florida,2021
Kelly Jo Klimkowski,Florida,2021
Jesse Peter Madsen,Florida,2021
Adam Dale Whisenant,Florida,2021
Calyne St. Val,Florida,2021
"Jacinto R. Navarro, Jr.",Florida,2021
William Scott Fox,Florida,2021
"Jody Hull, Jr.",Florida,2021
Louis Michael Livatino,Florida,2021
Kevin Andres Valencia,Florida,2021
Terrell Kenneth Jordan,Florida,2021
Dominic Eugene Guida,Florida,2021
"Miguel Rodriguez, Jr.",Florida,2021
Michael Andrew Nowak,Florida,2021
Patrick Wayne Madison,Florida,2021
Michael Riley Webb,Florida,2021
Robert Alan Williams,Florida,2021
Michael Weiskopf,Florida,2021
Anthony Christopher Testa,Florida,2021
Jon Alexander Cooke,Florida,2021
Jennifer B. Sepot,Florida,2021
"Harry Robert Cieszynski, Jr.",Florida,2021
Sean Christopher Hryc,Florida,2021
John Annarumma,Florida,2021
Michael James Magli,Florida,2021
William Jackson Prevatt,Florida,2021
Shane Troy Owens,Florida,2021
Derek Stewart,Florida,2021
Jack Sale Stewart,Florida,2021
Lazaro Roberto Febles,Florida,2021
Derek Scott Asdot,Florida,2021
Craig Seijos,Florida,2021
Clifford Dean Crouch,Florida,2021
Daniel Eugene Watts,Florida,2021
Michael Preston Taylor,Florida,2021
Brian Roy LaVigne,Florida,2021
Jason Robert Raynor,Florida,2021
Yandy Chirino,Florida,2021
Adam James Webb,Florida,2021
Joshua Joseph Welge,Florida,2021
Francisco Jose Tobar,Florida,2021
Jack Edward Gwynes,Florida,2021
Carlos Antonio Hernandez,Florida,2021
Clint Robin Seagle,Florida,2021
Joshua Joseph Moyers,Florida,2021
Paul Luciano,Florida,2021
Christopher Broadhead,Florida,2021
Michael David Neau,Florida,2021
Alexey Bladimir Aguilar,Florida,2021
Tommy Gail Breedlove,Florida,2021
Douglas Lynn Clark,Florida,2021
Brian John Pingry,Florida,2021
Whitney Nicole Cloud,Florida,2021
William Nelson Diaz,Florida,2021
Blane Lane,Florida,2022
Christopher Taylor,Florida,2022
Christopher Nicholas Fariello,Florida,2022
"Cesar ""Echy"" Echaverry",Florida,2022
Jose Antonio Perez,Florida,2022
Kyle Lee Patterson,Florida,2022
Michael Hartwick,Florida,2022
James McWhorter,Florida,2022
John Kimmey,Georgia,1839
Moses W. Formwalt,Georgia,1852
Alexander Mark Robinson,Georgia,1854
Calvin W. Webb,Georgia,1858
Robert A. Reid,Georgia,1868
Samuel Bryson,Georgia,1868
John D. Sullivan,Georgia,1869
Isaac Elbert McCleaird,Georgia,1869
Joseph Warren Brown,Georgia,1869
Mansel W. Rasbury,Georgia,1872
J. Peter Mooney,Georgia,1874
Matthew W. Murphy,Georgia,1874
Benjamin D. Morgan,Georgia,1878
A. Harvey Mize,Georgia,1879
Thomas V. Skelton,Georgia,1881
Habersham H. Harvey,Georgia,1881
James S. Allen,Georgia,1883
William M. Dooley,Georgia,1883
Charles N. Haygood,Georgia,1886
"J. T. ""Tode"" Hurst",Georgia,1887
Nathan K. Watson,Georgia,1888
Homer D. Castleberry,Georgia,1889
Matthew Barnhill,Georgia,1889
Instance Henry Cook,Georgia,1890
Robert L. Massey,Georgia,1890
William James Kittrell,Georgia,1890
Aleck Culpepper,Georgia,1890
Robert H. Goodson,Georgia,1891
Lawrence Manning Phillips,Georgia,1891
"A. G. ""El"" Bullock",Georgia,1891
Noah H. McGinnis,Georgia,1892
Ben Wilder,Georgia,1892
James Carter,Georgia,1892
Tubal Cain Hardy,Georgia,1893
Horace E. Thompson,Georgia,1894
Joe F. Murray,Georgia,1894
Jensen Christian Neve,Georgia,1894
George W. Dunham,Georgia,1895
William O. Gwyn,Georgia,1896
William Jackson,Georgia,1896
Charlie J. Roberts,Georgia,1896
Richard M. Adams,Georgia,1896
Robert Lee Albert,Georgia,1897
Thomas J. Ponder,Georgia,1897
Thomas Carl Mills,Georgia,1898
Joseph Townsend,Georgia,1899
Will Hannah,Georgia,1899
Benjamin H. Crider,Georgia,1900
William Melton Mears,Georgia,1900
Edward H. DeBray,Georgia,1901
William S. Elliott,Georgia,1901
Harry B. Fender,Georgia,1901
William Berry Freeman,Georgia,1901
"N. G. ""Doc"" Osborn",Georgia,1901
Ed Battle,Georgia,1902
Thomas S. Grant,Georgia,1902
Charles Edward Crabtree,Georgia,1902
Joseph C. Flanders,Georgia,1902
W. A. Hyers,Georgia,1902
Tom R. Holton,Georgia,1902
Hugh Ozburn,Georgia,1902
David Algerine Crawford,Georgia,1903
Hans E. Drasbach,Georgia,1903
Gideon Littleton Mathis,Georgia,1904
John A. Blue,Georgia,1904
John Manier,Georgia,1905
Mike Aspinwall,Georgia,1905
F. H. Murphy,Georgia,1905
Martin Crawford Stegall,Georgia,1905
Robert Lee Puckett,Georgia,1906
